total,email,date,total_stock,company,stock_price,transaction_type
71599.25779008369958411606149,calvinwhite@yahoo.com,306374400000,5027,ibm,14.2429396837246269313936863909475505352020263671875,BUY
14994.58881993010475497385414,calvinwhite@yahoo.com,1429488000000,6108,znga,2.4549097609577774647959813592024147510528564453125,BUY
204115.9927727947661537655222,calvinwhite@yahoo.com,1419897600000,3002,sap,67.993335367353353149155736900866031646728515625,SELL
474771.5596661480919919995358,calvinwhite@yahoo.com,1235088000000,6349,ibm,74.778950963324632539297454059123992919921875,SELL
250636.3778164925484546188272,calvinwhite@yahoo.com,427680000000,9683,ibm,25.88416583873722487396662472747266292572021484375,SELL
693598.2606120542629639658117,calvinwhite@yahoo.com,1463616000000,5069,ibm,136.831379090955664423745474778115749359130859375,SELL
13365.48626162896466151863706,calvinwhite@yahoo.com,1424822400000,5783,znga,2.31116829701348169834318468929268419742584228515625,BUY
16405.39898899385599095879229,calvinwhite@yahoo.com,1460419200000,7005,znga,2.341955601569429834540869705961085855960845947265625,BUY
11434.78377320833162400504079,calvinwhite@yahoo.com,769392000000,3476,adbe,3.289638599887322101267272955738008022308349609375,BUY
13734.50940834162885550995270,calvinwhite@yahoo.com,1428278400000,4968,znga,2.7645952915341442945873495773412287235260009765625,SELL
27983.98396873091871839278610,calvinwhite@yahoo.com,1337299200000,3286,znga,8.51612415360040131417918018996715545654296875,SELL
933503.9798252626640646667511,calvinwhite@yahoo.com,1331510400000,5486,ibm,170.161133763263336504678591154515743255615234375,SELL
399282.3626761824879380924358,calvinwhite@yahoo.com,1179878400000,9141,sap,43.68038099509708871437396737746894359588623046875,BUY
34060.32596242899862115649512,calvinwhite@yahoo.com,1379980800000,9561,znga,3.56242296437914429674265193170867860317230224609375,BUY
27054.61922860477070784668285,calvinwhite@yahoo.com,984009600000,1914,adbe,14.1351197641613222089063128805719316005706787109375,BUY
20641.71254748419763913602765,calvinwhite@yahoo.com,1142812800000,1379,nvda,14.968609534071209310468475450761616230010986328125,BUY
16190.63971191491650358784682,calvinwhite@yahoo.com,1452470400000,554,nvda,29.22498142944930776820910978130996227264404296875,BUY
246391.6157204749791418407767,calvinwhite@yahoo.com,1453420800000,8764,nvda,28.114059301742923224765036138705909252166748046875,BUY
48362.15206184195295335825904,calvinwhite@yahoo.com,818294400000,2463,ibm,19.635465717353614678586382069624960422515869140625,SELL
19084.12264265261351514624266,calvinwhite@yahoo.com,1428278400000,6910,znga,2.761812249298496890759224697831086814403533935546875,BUY
83611.78007484346775157746379,calvinwhite@yahoo.com,-78710400000,8020,ibm,10.4254089868882129366056688013486564159393310546875,BUY
396100.6870099157422373536974,calvinwhite@yahoo.com,1443052800000,4736,adbe,83.636124790945046925116912461817264556884765625,SELL
6144.438560654743092470653210,calvinwhite@yahoo.com,1450656000000,2374,znga,2.588221803140161370038185850717127323150634765625,SELL
187706.2963658599263396808965,calvinwhite@yahoo.com,1224028800000,7076,adbe,26.52717585724419535608831210993230342864990234375,BUY
15022.88527500450276974675035,calvinwhite@yahoo.com,762566400000,4334,adbe,3.4662864040158058998031265218742191791534423828125,BUY
30456.93567601810570977249881,calvinwhite@yahoo.com,1343952000000,2395,nvda,12.7168833720326119873789139091968536376953125,SELL
12757.19393244718551816418994,calvinwhite@yahoo.com,1034208000000,5570,nvda,2.290340023778668854248508068849332630634307861328125,SELL
625211.7210305615565175685333,calvinwhite@yahoo.com,1362700800000,7973,sap,78.416119532241509659797884523868560791015625,SELL
22394.34297436365583777728716,calvinwhite@yahoo.com,1224201600000,3068,nvda,7.29932952228280829132245344226248562335968017578125,SELL
22922.80849501290098668704331,calvinwhite@yahoo.com,1036108800000,5505,nvda,4.16399791008408737269519406254403293132781982421875,SELL
43081.31536333193545118547263,calvinwhite@yahoo.com,1219622400000,3404,nvda,12.6560855943983359139792810310609638690948486328125,SELL
13038.84718812335091442378143,calvinwhite@yahoo.com,1392940800000,2636,znga,4.94645189230779624978140418534167110919952392578125,BUY
25716.68938400531786214742169,calvinwhite@yahoo.com,1050537600000,6172,nvda,4.16667034737610464389945263974368572235107421875,SELL
28614.83250177577697215269836,calvinwhite@yahoo.com,1266451200000,1834,nvda,15.6024168493870103446852226625196635723114013671875,SELL
71286.83800404287411822679132,calvinwhite@yahoo.com,1400630400000,4036,nvda,17.662744797830246312742019654251635074615478515625,SELL
26448.33549728352653218621526,calvinwhite@yahoo.com,1109894400000,3122,nvda,8.4716000952221417463761099497787654399871826171875,SELL
421628.1658144672848109735241,calvinwhite@yahoo.com,1214524800000,8725,sap,48.32414507902203837375054717995226383209228515625,BUY
294381.0568807164452209690353,calvinwhite@yahoo.com,1395792000000,3920,sap,75.0972083879378686788186314515769481658935546875,SELL
221933.3211029820316824157089,calvinwhite@yahoo.com,1148428800000,7599,adbe,29.20559561823687744208655203692615032196044921875,BUY
36660.31571369829795514760917,calvinwhite@yahoo.com,1284336000000,1137,adbe,32.2430217358824080520207644440233707427978515625,BUY
541447.0245829526542706844339,calvinwhite@yahoo.com,1085011200000,7401,ibm,73.15863053411061400765902362763881683349609375,SELL
20563.59648620261050933066826,calvinwhite@yahoo.com,1228694400000,3155,nvda,6.51778018580114437696693130419589579105377197265625,SELL
748639.8298114489196990462005,calvinwhite@yahoo.com,1457654400000,9889,sap,75.7043007191272039335672161541879177093505859375,SELL
152699.8296517991690528504023,calvinwhite@yahoo.com,1446163200000,5541,nvda,27.558171747301781095984551939181983470916748046875,SELL
1005382.680538026156114028709,calvinwhite@yahoo.com,1377561600000,6300,ibm,159.584552466353358113337890245020389556884765625,BUY
4891.125030785298156921214741,calvinwhite@yahoo.com,1440547200000,2014,znga,2.428562577351190743257802751031704246997833251953125,SELL
115399.3194013109879421108417,calvinwhite@yahoo.com,684979200000,5324,ibm,21.675304170043386164934418047778308391571044921875,SELL
47862.01401804084646585124574,calvinwhite@yahoo.com,1199664000000,1955,nvda,24.4818486025784380899494863115251064300537109375,BUY
6528.648013190223441171156082,calvinwhite@yahoo.com,1454630400000,2927,znga,2.230491292514596324281228589825332164764404296875,BUY
776686.2617165663971263711574,calvinwhite@yahoo.com,1466640000000,9672,sap,80.302549805269478611080558039247989654541015625,BUY
47483.95887590325142202374309,calvinwhite@yahoo.com,865296000000,9155,adbe,5.18666945667976531098020132048986852169036865234375,BUY
20866.58865330089878398212022,calvinwhite@yahoo.com,1477267200000,7184,znga,2.904591961762374552336041233502328395843505859375,BUY
662552.3788863186123876403144,calvinwhite@yahoo.com,1181692800000,7687,,86.19128123927652040947577916085720062255859375,SELL
178621.5225644296500604468747,melissapatrick@yahoo.com,1409270400000,9592,nvda,18.6219268728554681047171470709145069122314453125,BUY
245552.1802466047799953230424,melissapatrick@yahoo.com,1458000000000,338,goog,726.4857403745703550157486461102962493896484375,BUY
92029.00112608859484453205368,melissapatrick@yahoo.com,1247011200000,7268,intc,12.6622180965999717727754614315927028656005859375,SELL
2855995.203550415795916705974,melissapatrick@yahoo.com,1463011200000,3981,goog,717.406481675562872624141164124011993408203125,SELL
358159.1843296592112437792821,melissapatrick@yahoo.com,1457654400000,493,goog,726.489217707219495423487387597560882568359375,SELL
789216.4735318591050372560858,melissapatrick@yahoo.com,1479686400000,1035,goog,762.5279937505885072823730297386646270751953125,SELL
978.8436029444124722165287977,melissapatrick@yahoo.com,268876800000,7301,intc,0.1340697990610070500228090395467006601393222808837890625,BUY
61141.28043731872720201181437,melissapatrick@yahoo.com,1260489600000,3822,intc,15.997195300188050026690689264796674251556396484375,BUY
6317356.791562707651564778644,melissapatrick@yahoo.com,1478217600000,8282,goog,762.7815493314063814977998845279216766357421875,BUY
157282.1576589253270839208199,melissapatrick@yahoo.com,1020384000000,7061,intc,22.2747709473056687556891120038926601409912109375,SELL
42454.14532376695753512763076,melissapatrick@yahoo.com,1382400000000,2853,nvda,14.880527628379585536322338157333433628082275390625,BUY
374209.1959525609853116634440,melissapatrick@yahoo.com,1465430400000,8001,nvda,46.77030320616935199495856068097054958343505859375,SELL
656517.1022964196185967011843,melissapatrick@yahoo.com,1439337600000,990,goog,663.148588178201634946162812411785125732421875,BUY
109206.8485649505026273686781,melissapatrick@yahoo.com,1196035200000,5418,intc,20.156302798994186531444938736967742443084716796875,SELL
123475.9856608758837523964758,melissapatrick@yahoo.com,1316044800000,9456,ebay,13.057951106268600227622300735674798488616943359375,SELL
1116198.790821616825610362866,melissapatrick@yahoo.com,1446681600000,1515,goog,736.7648784301101159144309349358081817626953125,BUY
167678.2765553530988889008313,melissapatrick@yahoo.com,1159488000000,9135,nvda,18.355585829814241805024721543304622173309326171875,SELL
3199493.522720505392385348387,melissapatrick@yahoo.com,1466035200000,4501,goog,710.8405960276617179260938428342342376708984375,SELL
63982.30908802840114724119758,melissapatrick@yahoo.com,1267747200000,4057,nvda,15.7708427626394875886717272805981338024139404296875,SELL
55083.76999621961505937406400,melissapatrick@yahoo.com,1150848000000,4290,nvda,12.840039626158418428758523077704012393951416015625,SELL
395266.7313073703307964024134,melissapatrick@yahoo.com,1459987200000,533,goog,741.5886140851225718506611883640289306640625,SELL
3294758.395484592505454202183,melissapatrick@yahoo.com,1463702400000,4648,goog,708.855076481194601001334376633167266845703125,BUY
6052.027565675851979887234222,melissapatrick@yahoo.com,623289600000,7509,intc,0.80596984494284884537051993902423419058322906494140625,SELL
145446.0016745226641035060311,melissapatrick@yahoo.com,1071705600000,5928,intc,24.535425383691407574815457337535917758941650390625,SELL
96597.37765880623697967166663,melissapatrick@yahoo.com,1329350400000,6760,nvda,14.28955290810743150586858973838388919830322265625,BUY
648.5763340694501515315550932,melissapatrick@yahoo.com,1017878400000,117,ebay,5.543387470679061124201325583271682262420654296875,SELL
127064.8795654719704018020821,melissapatrick@yahoo.com,1004659200000,6205,intc,20.47782104197775510101564577780663967132568359375,BUY
5864639.617095254066725829034,melissapatrick@yahoo.com,1472428800000,7614,goog,770.2442365504667804998462088406085968017578125,BUY
5536085.963425977806082300958,melissapatrick@yahoo.com,1407888000000,9741,goog,568.328299294320686385617591440677642822265625,SELL
990.6687927271515980987004468,melissapatrick@yahoo.com,591408000000,1455,intc,0.6808720224928876962877666301210410892963409423828125,BUY
2297546.913041288395220362872,melissapatrick@yahoo.com,1474416000000,2983,goog,770.2135142612431764064240269362926483154296875,BUY
170922.1542432560461293178378,melissapatrick@yahoo.com,1200355200000,9288,intc,18.402471387086137610822333954274654388427734375,SELL
4033291.397997571015821449691,melissapatrick@yahoo.com,1478044800000,5202,goog,775.334755478195120304008014500141143798828125,SELL
61958.58112049703942858513983,melissapatrick@yahoo.com,1277769600000,7428,ebay,8.3412198600561442418666047160513699054718017578125,BUY
3830.035736556289194254532049,melissapatrick@yahoo.com,1117065600000,238,ebay,16.09258712838776972375853802077472209930419921875,SELL
99913.52303684795634097781658,melissapatrick@yahoo.com,1195171200000,7364,ebay,13.5678331120108577323435383732430636882781982421875,SELL
4068627.335667140313717027311,melissapatrick@yahoo.com,1480550400000,5453,goog,746.126414022948893034481443464756011962890625,BUY
41281.63888356223249687104726,melissapatrick@yahoo.com,851385600000,3141,intc,13.142833137078074656756143667735159397125244140625,SELL
2598620.291550095897378014342,melissapatrick@yahoo.com,1434412800000,4921,goog,528.0675252083104851408279500901699066162109375,SELL
33222.66389758843823898359915,melissapatrick@yahoo.com,1085443200000,5153,nvda,6.44724702068473476401777588762342929840087890625,SELL
19437.98404863988783475292621,melissapatrick@yahoo.com,1083888000000,2782,nvda,6.9870539355283565186027772142551839351654052734375,SELL
181090.7240386312676108104824,melissapatrick@yahoo.com,1372377600000,8349,ebay,21.69010947881557882510605850256979465484619140625,BUY
1241545.309202451525834476342,melissapatrick@yahoo.com,1449619200000,1642,goog,756.117727894306653979583643376827239990234375,SELL
77797.91278698286279436047153,melissapatrick@yahoo.com,974764800000,9006,nvda,8.6384535628450880295758906868286430835723876953125,BUY
96088.24438740419539684012307,melissapatrick@yahoo.com,1115078400000,7110,ebay,13.5145210108866660192461495171301066875457763671875,BUY
123560.0411183476110181800323,melissapatrick@yahoo.com,1411603200000,5618,ebay,21.9935993446684960872516967356204986572265625,SELL
54723.55212732843747858169081,melissapatrick@yahoo.com,1153353600000,4424,nvda,12.369699847949465976171268266625702381134033203125,BUY
70365.65363184657363149199227,melissapatrick@yahoo.com,1121040000000,7914,nvda,8.8912880505239542117124074138700962066650390625,SELL
2825020.580728525875770174025,melissapatrick@yahoo.com,1475712000000,3629,goog,778.4570351966177668145974166691303253173828125,BUY
24298.18166566841941111931646,melissapatrick@yahoo.com,1323993600000,1915,nvda,12.6883455173203234522816273965872824192047119140625,SELL
23802.71913551515434370742241,melissapatrick@yahoo.com,1030060800000,6607,nvda,3.6026516021666648015298051177524030208587646484375,BUY
113429.7049393953355540531902,melissapatrick@yahoo.com,1102896000000,4663,ebay,24.325478219900350751458972808904945850372314453125,BUY
154202.2732519266737654106691,melissapatrick@yahoo.com,1423785600000,6608,ebay,23.3356951047104530516662634909152984619140625,BUY
71082.58997830277835205947667,melissapatrick@yahoo.com,1285545600000,4579,intc,15.523605586001917089333801413886249065399169921875,BUY
24465.30691799719890866526839,melissapatrick@yahoo.com,1343692800000,1944,nvda,12.5850344228380652822352203656919300556182861328125,BUY
133014.0806406462963877856964,melissapatrick@yahoo.com,1456185600000,4256,nvda,31.25330842120448693322032340802252292633056640625,BUY
2916714.955458052639414745499,melissapatrick@yahoo.com,1465776000000,4058,go-og,718.7567657609789648631704039871692657470703125,BUY
389.0575966260862443846235692,steven67@hotmail.com,844992000000,88,adbe,4.42110905256916186800708601367659866809844970703125,BUY
124195.4931407950674255857848,steven67@hotmail.com,1235606400000,7366,adbe,16.860642565951000193535946891643106937408447265625,SELL
5467.627993178165411336522084,steven67@hotmail.com,948326400000,712,ebay,7.6792527994075356900793849490582942962646484375,SELL
40558.08829823507322132059016,steven67@hotmail.com,1248998400000,4531,ebay,8.951244382748857475462500588037073612213134765625,BUY
89710.37379246741269867015944,steven67@hotmail.com,1474416000000,847,adbe,105.915435410233072843766422010958194732666015625,SELL
156319.7956663630812066401177,steven67@hotmail.com,1404950400000,7349,ebay,21.270893409492867220933476346544921398162841796875,BUY
126384.1323783527731023923479,steven67@hotmail.com,1319587200000,4588,adbe,27.546672270783080449518820387311279773712158203125,BUY
67022.78032275014539909108180,steven67@hotmail.com,1001289600000,8837,amzn,7.58433634975106318876214572810567915439605712890625,SELL
167306.9486242614583453303112,steven67@hotmail.com,1428278400000,7017,ebay,23.843088018278674411476458772085607051849365234375,SELL
1144286.674716993135461962083,steven67@hotmail.com,1327881600000,5904,amzn,193.815493685127563594505772925913333892822265625,BUY
91084.72428565640217357213260,steven67@hotmail.com,1414540800000,1196,fb,76.1577962254652192086723516695201396942138671875,SELL
45738.05536691039798746771794,steven67@hotmail.com,1314835200000,3495,ebay,13.0867111207182826859707347466610372066497802734375,SELL
34858.22795336340555572007815,steven67@hotmail.com,1331596800000,2245,ebay,15.5270503133021851027706361492164433002471923828125,BUY
351322.3837261758951910906035,steven67@hotmail.com,1466121600000,3071,fb,114.399994700806217906574602238833904266357421875,BUY
271086.5051884818556260370315,steven67@hotmail.com,1378166400000,5467,crm,49.5859713167151738844040664844214916229248046875,BUY
83214.24405142164238213808858,steven67@hotmail.com,1203033600000,6224,crm,13.369897823171857709212417830713093280792236328125,BUY
224859.4692375594917166381492,steven67@hotmail.com,1414713600000,3014,fb,74.60499974703367342954152263700962066650390625,BUY
5612.630102626289859912844804,steven67@hotmail.com,569721600000,7664,adbe,0.73233691318192717378821043894276954233646392822265625,BUY
100291.5973274605708098761170,steven67@hotmail.com,1460332800000,4133,ebay,24.2660530673749263996796798892319202423095703125,BUY
76066.35302795909532136420239,steven67@hotmail.com,1295827200000,2333,crm,32.60452337246425003058902802877128124237060546875,BUY
64486.47887077185636428566795,steven67@hotmail.com,1235952000000,9295,crm,6.9377599645800813732421374879777431488037109375,SELL
27942.66268723091916026390891,steven67@hotmail.com,1238371200000,5279,ebay,5.29317345846389830654743491322733461856842041015625,BUY
363069.7279282490551679529744,steven67@hotmail.com,1354752000000,9238,crm,39.3017674743720561991722206585109233856201171875,SELL
52256.60662280621165720617682,steven67@hotmail.com,1408924800000,2213,ebay,23.613468876098604454227825044654309749603271484375,BUY
203530.5046211547609971148631,steven67@hotmail.com,1102291200000,8303,ebay,24.512887464910846802013111300766468048095703125,BUY
206032.3621031827011051973386,steven67@hotmail.com,1392163200000,3351,crm,61.48384425639591199796996079385280609130859375,SELL
74449.28531943845039009488573,steven67@hotmail.com,1240272000000,3103,adbe,23.992679767785514144406988634727895259857177734375,SELL
49351.93973071196205637534149,steven67@hotmail.com,1374624000000,2271,ebay,21.73136932219813388655893504619598388671875,SELL
544257.0930765195782896626042,steven67@hotmail.com,1478649600000,7226,crm,75.3192766505009103639167733490467071533203125,SELL
1475.460629012360846967766292,steven67@hotmail.com,572659200000,1700,adbe,0.86791801706609461586339193672756664454936981201171875,SELL
144529.4947588733215440015556,steven67@hotmail.com,1368662400000,5531,fb,26.1308072245296187929852749221026897430419921875,SELL
66282.28094273432122562894619,steven67@hotmail.com,1193097600000,5069,crm,13.076007287972839066014785203151404857635498046875,BUY
78468.69781778485759105024044,steven67@hotmail.com,1277424000000,2616,adbe,29.99567959395445626569198793731629848480224609375,SELL
4102.964102924067962163690027,steven67@hotmail.com,988070400000,187,adbe,21.940984507615336696062513510696589946746826171875,SELL
5883.052479084611610105071122,steven67@hotmail.com,804384000000,829,adbe,7.0965651134916907238903149846009910106658935546875,SELL
108186.6281448925528962945464,steven67@hotmail.com,1159920000000,2930,adbe,36.92376387197698051068073255009949207305908203125,SELL
143572.1039112657392422534031,courtneypaul@gmail.com,1063065600000,7514,adbe,19.1072802650074180519368383102118968963623046875,BUY
223169.6843263008480562348268,courtneypaul@gmail.com,1465862400000,9240,team,24.1525632387771480580340721644461154937744140625,BUY
59434.45172396509892109861539,courtneypaul@gmail.com,1038960000000,2824,msft,21.046193953245431629284212249331176280975341796875,BUY
566625.0086170118660220396123,courtneypaul@gmail.com,1405296000000,7418,sap,76.38514540536692720706923864781856536865234375,SELL
159925.5775975189466677761629,courtneypaul@gmail.com,1319760000000,5638,adbe,28.365657608641175357888641883619129657745361328125,BUY
307023.4016290727774105562276,courtneypaul@gmail.com,1292803200000,6774,sap,45.3237971108758159743956639431416988372802734375,SELL
746393.8292518248194653551764,courtneypaul@gmail.com,1445990400000,7251,nflx,102.936674838205050264150486327707767486572265625,SELL
157481.4765047281409380275363,courtneypaul@gmail.com,1328140800000,8828,nflx,17.838862313630283296106426860205829143524169921875,BUY
126477.5458844769947575059632,courtneypaul@gmail.com,1457913600000,5585,team,22.645934804740733170547173358500003814697265625,SELL
93089.82749400840579312443879,courtneypaul@gmail.com,1330560000000,5789,nflx,16.0804676963220600782733527012169361114501953125,BUY
209841.4909857985645658118301,courtneypaul@gmail.com,978566400000,7856,adbe,26.71098408678698632456871564500033855438232421875,BUY
1026389.565269823679145133610,courtneypaul@gmail.com,1450051200000,8539,nflx,120.2002067302756387334738974459469318389892578125,BUY
448771.7656263663179743161891,courtneypaul@gmail.com,1475625600000,4967,sap,90.35066753097771652392111718654632568359375,BUY
87446.92966794590458690095147,courtneypaul@gmail.com,1474848000000,2893,team,30.227075585186970130280315061099827289581298828125,BUY
189649.3024172428589153582834,courtneypaul@gmail.com,711331200000,9559,ibm,19.83986843992497739463942707516252994537353515625,SELL
109748.3985283730010227287721,courtneypaul@gmail.com,256435200000,8269,ibm,13.2722697458426655003904670593328773975372314453125,BUY
1161713.321520164241746897460,courtneypaul@gmail.com,1464739200000,8081,ibm,143.758609271150135100469924509525299072265625,SELL
1720.600007325410842895507812,courtneypaul@gmail.com,530409600000,6145,adbe,0.2800000011920928955078125,SELL
148304.7166978608222187574484,courtneypaul@gmail.com,1287705600000,6973,msft,21.268423447276756377277706633321940898895263671875,BUY
265143.1389295916853257040202,courtneypaul@gmail.com,1469664000000,3082,sap,86.029571359374330086211557500064373016357421875,SELL
724.3091643452644348144531250,courtneypaul@gmail.com,595814400000,2978,msft,0.2432200014591217041015625,BUY
751308.2777514455717948749225,courtneypaul@gmail.com,1014163200000,9265,ibm,81.091017566265037430639495141804218292236328125,BUY
685334.0901028183186554088024,courtneypaul@gmail.com,1408320000000,9192,sap,74.557668636076840584792080335319042205810546875,BUY
92057.12173298412935196211038,courtneypaul@gmail.com,59184000000,7408,ibm,12.4267172965691319319603280746378004550933837890625,SELL
34463.53881640749268200352162,courtneypaul@gmail.com,1324598400000,3267,nflx,10.54898647579047832323340117000043392181396484375,SELL
77043.93692315687367155874199,courtneypaul@gmail.com,1337817600000,7582,nflx,10.1614266582902761371087763109244406223297119140625,BUY
5888.833219205101480397956948,courtneypaul@gmail.com,1345420800000,643,nflx,9.1583720360888047906655629049055278301239013671875,SELL
232596.4309901982867927472398,courtneypaul@gmail.com,1364342400000,3129,sap,74.33570821035419839972746558487415313720703125,BUY
184889.3756546347065139457300,courtneypaul@gmail.com,1445472000000,4075,msft,45.37162592751771938992533250711858272552490234375,BUY
122531.2726445123199141562509,courtneypaul@gmail.com,1469059200000,4386,team,27.936906667695467376688611693680286407470703125,SELL
9213.988482845213770833225908,courtneypaul@gmail.com,754790400000,3093,adbe,2.978981080777631351708123474963940680027008056640625,BUY
175675.7097702518422792650199,courtneypaul@gmail.com,1306886400000,5053,adbe,34.76661582629167668301306548528373241424560546875,BUY
40440.63424144368099177881959,courtneypaul@gmail.com,1291161600000,1428,nflx,28.3197718777616813667918904684484004974365234375,BUY
184078.2260593196727000986357,courtneypaul@gmail.com,1012867200000,7974,msft,23.08480386999243449963614693842828273773193359375,SELL
149904.2503444132407821598463,courtneypaul@gmail.com,1476316800000,5363,team,27.9515663517458960996009409427642822265625,SELL
145073.0452934234453010731158,courtneypaul@gmail.com,1239753600000,4050,sap,35.82050501072183834594397922046482563018798828125,BUY
1231937.110833856531854735294,courtneypaul@gmail.com,1372377600000,7447,ibm,165.427301038519743769938941113650798797607421875,BUY
37748.56273466649809478212774,courtneypaul@gmail.com,421891200000,1586,ibm,23.801111434215950879433876252733170986175537109375,BUY
262993.3076818605661628680537,courtneypaul@gmail.com,1110931200000,7124,sap,36.91652269537627262252499349415302276611328125,BUY
33247.50967701867875092602844,courtneypaul@gmail.com,732499200000,2940,ibm,11.3086767608907070581381049123592674732208251953125,SELL
9474.072523193420411580234486,courtneypaul@gmail.com,740361600000,2273,adbe,4.16809173919640141292575208353810012340545654296875,BUY
29319.79581131164721341519908,courtneypaul@gmail.com,772761600000,2342,ibm,12.5191271611065957358732703141868114471435546875,BUY
267104.9130128628036118243472,courtneypaul@gmail.com,1283472000000,6380,sap,41.865973826467524077088455669581890106201171875,SELL
51755.57184132299295775681003,courtneypaul@gmail.com,873936000000,9598,adbe,5.39232880197155584056645238888449966907501220703125,BUY
309750.6977888966872285436693,courtneypaul@gmail.com,1457481600000,4123,sap,75.127503708197110654509742744266986846923828125,SELL
115628.2274942175955843026713,courtneypaul@gmail.com,1208390400000,2473,sap,46.75625859046404997343415743671357631683349609375,BUY
143837.8762061234815341492776,courtneypaul@gmail.com,284860800000,8901,ibm,16.159743422775360244258990860544145107269287109375,BUY
37365.62769607372936775391281,courtneypaul@gmail.com,1357516800000,2588,nflx,14.43803234005940083761743153445422649383544921875,BUY
8161.162414495876202380486575,courtneypaul@gmail.com,1045612800000,578,adbe,14.1196581565672598657101843855343759059906005859375,SELL
13352.56375030125909120215510,courtneypaul@gmail.com,396144000000,964,ibm,13.85120720985607789543792023323476314544677734375,BUY
104203.4349710829578938842133,courtneypaul@gmail.com,1481155200000,3970,team,26.247716617401248839769323240034282207489013671875,BUY
524160.1035520361314752335602,courtneypaul@gmail.com,1441238400000,6607,adbe,79.33405532799093862195149995386600494384765625,BUY
128337.2540431759178289894407,courtneypaul@gmail.com,1450742400000,4221,team,30.4044667242776398552450700663030147552490234375,SELL
210980.6940141642965826918044,courtneypaul@gmail.com,1219104000000,4799,adbe,43.96347030926532539751860895194113254547119140625,BUY
5363.807897555489808238959881,courtneypaul@gmail.com,675561600000,4657,msft,1.1517732225800922929437319908174686133861541748046875,SELL
425010.7548480595912394619518,courtneypaul@gmail.com,1412553600000,6397,nflx,66.439073760834702397914952598512172698974609375,BUY
575456.1405290950981452624546,courtneypaul@gmail.com,1184112000000,6352,ibm,90.5944805618852484485614695586264133453369140625,BUY
10613.85160452193172631041307,courtneypaul@gmail.com,1203465600000,2800,nflx,3.790661287329261330825147524592466652393341064453125,BUY
39757.94494713240180772118038,courtneypaul@gmail.com,1451865600000,1376,team,28.893855339485757127704346203245222568511962890625,BUY
